Lead_ID,Customer_Name,Age,Gender,Region,Industry,Revenue_Potential,Lead_Source,Stage,Time_Spent_in_Stage_Days,Engagement_Score,Converted,Preferred_Contact_Method,Competitor_Consideration,Marketing_Spend,Discount_Offered,Customer_Feedback
LEAD008369,Customer_8369,74,Female,North,Healthcare,21623.34,Website,Evaluation,82,94.01,0,Email,0,7867.33,16.04,Positive
LEAD008370,Customer_8370,68,Male,West,Retail,81670.04,Social Media,Awareness,5,38.15,0,None,1,1203.55,22.36,Positive
LEAD008371,Customer_8371,20,Male,East,Manufacturing,62197.36,SEO,Awareness,59,41.96,0,Chat,0,7695.38,7.52,Negative
LEAD008372,Customer_8372,25,Male,East,Manufacturing,39251.99,Event,Awareness,76,14.75,1,Phone,1,6548.96,17.55,Neutral
LEAD008373,Customer_8373,73,Male,Central,Finance,97218.77,Email,Purchase,102,46.5,0,In-Person,0,7131.28,21.94,Positive
LEAD008374,Customer_8374,31,Female,East,Travel,20136.69,SEO,Awareness,15,69.65,0,None,0,9846.25,2.43,Negative
LEAD008375,Customer_8375,24,Male,West,Technology,76282.75,Email,Awareness,98,33.84,0,Chat,0,7845.21,21.06,Positive
LEAD008376,Customer_8376,21,Female,South,Finance,15741.76,SEO,Awareness,12,19.24,0,In-Person,0,2853.14,29.74,Negative
LEAD008377,Customer_8377,66,Male,Central,Retail,22685.05,Event,Consideration,100,76.76,0,Phone,1,953.32,7.31,Neutral
LEAD008378,Customer_8378,38,Female,Central,Retail,13261.93,Event,Awareness,79,59.5,0,None,0,5634.22,5.35,No Feedback
LEAD008379,Customer_8379,62,Male,East,Education,93598.8,Website,Consideration,38,48.91,1,None,1,6529.05,27.46,Neutral
LEAD008380,Customer_8380,29,Female,West,Travel,47726.78,Cold Call,Awareness,104,38.59,0,Email,0,6568.54,6.47,Neutral
LEAD008381,Customer_8381,48,Female,South,Education,83837.72,Email,Interest,55,28.53,0,Phone,0,9016.91,26.19,Positive
LEAD008382,Customer_8382,26,Male,East,Education,6092.74,Event,Intent,3,11.58,0,In-Person,0,5604.28,8.78,Positive
LEAD008383,Customer_8383,24,Male,North,Technology,58613.51,Email,Awareness,60,26.6,0,Email,0,4357.52,4.17,Positive
LEAD008384,Customer_8384,62,Male,West,Retail,45330.55,Social Media,Interest,107,27.43,1,None,0,5516.78,1.57,Neutral
LEAD008385,Customer_8385,52,Female,West,Technology,98742.41,SEO,Awareness,94,33.56,0,In-Person,0,1224.96,19.76,Neutral
LEAD008386,Customer_8386,57,Female,Central,Manufacturing,79408.52,Event,Consideration,116,27.23,0,In-Person,0,5315.62,21.45,Negative
LEAD008387,Customer_8387,28,Male,West,Retail,92804.93,Website,Interest,101,2.32,0,In-Person,0,8248.05,13.81,Negative
LEAD008388,Customer_8388,54,Female,North,Healthcare,47703.41,SEO,Awareness,61,29.42,0,Email,1,8694.48,8.54,Neutral
LEAD008389,Customer_8389,59,Male,East,Technology,81173.48,Cold Call,Awareness,77,0.93,1,In-Person,0,8179.9,4.38,Neutral
LEAD008390,Customer_8390,19,Male,East,Technology,21186.93,Email,Consideration,43,73.65,0,Chat,1,9593.66,7.17,Positive
LEAD008391,Customer_8391,51,Female,West,Retail,70320.07,Website,Interest,68,19.01,0,Chat,1,7223.6,0.88,No Feedback
LEAD008392,Customer_8392,71,Female,East,Technology,97050.67,Referral,Intent,112,11.98,0,None,0,8245.15,26.01,Positive
LEAD008393,Customer_8393,52,Male,East,Finance,61258.48,SEO,Interest,22,63.26,0,Chat,0,153.11,0.61,No Feedback
LEAD008394,Customer_8394,55,Male,West,Healthcare,2702.19,Referral,Interest,43,94.91,1,Chat,0,7779.82,3.97,Positive
LEAD008395,Customer_8395,33,Female,East,Finance,34844.44,Event,Evaluation,66,92.19,1,Phone,1,1105.23,16.32,Positive
LEAD008396,Customer_8396,68,Female,West,Healthcare,59820.14,Event,Consideration,57,55.0,0,In-Person,0,6192.71,0.19,Positive
LEAD008397,Customer_8397,49,Male,East,Manufacturing,12037.5,SEO,Intent,73,34.69,0,In-Person,0,4896.44,24.46,Neutral
LEAD008398,Customer_8398,69,Male,West,Travel,40477.2,Cold Call,Evaluation,113,22.02,0,Email,0,5444.28,1.23,Neutral
LEAD008399,Customer_8399,32,Male,Central,Manufacturing,45368.13,Cold Call,Interest,58,38.36,0,Email,0,3947.08,8.98,No Feedback
LEAD008400,Customer_8400,27,Female,North,Retail,88009.03,Event,Interest,36,4.45,0,In-Person,1,6270.28,12.63,Negative
LEAD008401,Customer_8401,29,Female,North,Technology,57258.63,Website,Awareness,51,58.6,0,Phone,1,2618.79,27.35,Neutral
LEAD008402,Customer_8402,30,Male,East,Healthcare,54987.42,Social Media,Awareness,101,90.72,1,Chat,0,135.33,3.81,Neutral
LEAD008403,Customer_8403,47,Female,North,Manufacturing,36844.79,Cold Call,Awareness,32,66.52,0,None,0,8967.4,18.96,Positive
LEAD008404,Customer_8404,64,Female,North,Retail,38706.33,Social Media,Intent,38,61.93,0,None,1,8530.78,23.85,Positive
LEAD008405,Customer_8405,39,Male,West,Manufacturing,56554.98,Referral,Interest,23,28.48,1,Phone,0,9711.46,15.74,Neutral
LEAD008406,Customer_8406,24,Male,South,Healthcare,16768.69,Social Media,Evaluation,18,44.35,0,Phone,0,3829.96,9.5,Neutral
LEAD008407,Customer_8407,33,Female,North,Technology,47126.74,Cold Call,Intent,102,95.36,0,None,0,6823.48,16.63,Positive
LEAD008408,Customer_8408,62,Female,East,Healthcare,50985.24,Email,Consideration,3,74.13,0,Email,0,1685.59,12.38,Positive
LEAD008409,Customer_8409,50,Male,South,Finance,68830.36,Email,Awareness,103,6.29,0,None,0,7196.96,27.37,Negative
LEAD008410,Customer_8410,74,Male,South,Manufacturing,59686.45,SEO,Awareness,28,18.79,0,Chat,0,1452.58,10.32,Negative
LEAD008411,Customer_8411,40,Male,North,Manufacturing,33044.21,SEO,Consideration,82,43.64,0,In-Person,0,3438.81,13.34,No Feedback
LEAD008412,Customer_8412,58,Female,North,Healthcare,53304.7,Referral,Awareness,29,83.97,0,Chat,0,2721.37,7.94,Positive
LEAD008413,Customer_8413,50,Other,North,Travel,2444.01,Social Media,Interest,11,90.98,0,None,0,282.73,26.38,Positive
LEAD008414,Customer_8414,23,Male,West,Healthcare,68886.79,Social Media,Purchase,31,32.91,0,Chat,1,2437.76,11.72,Negative
LEAD008415,Customer_8415,63,Male,West,Manufacturing,23613.52,Event,Consideration,50,17.55,0,Phone,0,4536.26,9.6,Positive
LEAD008416,Customer_8416,49,Female,South,Travel,83357.61,Event,Consideration,42,12.41,0,Email,0,734.8,27.99,Neutral
LEAD008417,Customer_8417,36,Female,North,Retail,72477.57,SEO,Awareness,118,8.19,0,Phone,0,4460.16,20.37,Neutral
LEAD008418,Customer_8418,53,Female,Central,Travel,16397.76,Referral,Awareness,19,16.03,0,Email,1,8789.16,14.8,Positive
LEAD008419,Customer_8419,47,Male,West,Healthcare,32539.81,Social Media,Interest,51,10.01,0,Email,0,3452.42,28.32,Positive
LEAD008420,Customer_8420,20,Male,North,Travel,74884.83,Event,Intent,77,49.75,0,In-Person,1,199.32,0.53,Neutral
LEAD008421,Customer_8421,54,Male,South,Travel,70633.15,Cold Call,Consideration,93,75.85,1,None,0,5678.5,1.81,Negative
LEAD008422,Customer_8422,63,Female,North,Healthcare,54070.56,Website,Evaluation,43,29.93,0,Chat,1,1937.85,13.82,Positive
LEAD008423,Customer_8423,35,Male,Central,Retail,29825.68,Social Media,Consideration,95,51.41,1,Chat,1,9188.13,28.7,Negative
LEAD008424,Customer_8424,51,Female,Central,Education,52477.74,Email,Awareness,97,87.91,0,None,0,2870.89,15.85,Positive
LEAD008425,Customer_8425,72,Female,North,Travel,99152.71,SEO,Intent,112,91.97,0,Phone,0,5019.07,22.55,Positive
LEAD008426,Customer_8426,33,Male,North,Finance,40604.15,Cold Call,Purchase,26,35.14,0,In-Person,0,9215.83,18.55,Positive
LEAD008427,Customer_8427,21,Male,North,Retail,52737.21,Cold Call,Awareness,3,73.27,0,None,0,5481.95,0.9,Negative
LEAD008428,Customer_8428,21,Male,North,Education,80378.56,Website,Awareness,27,7.16,0,Chat,0,1112.18,9.61,Positive
LEAD008429,Customer_8429,73,Female,Central,Travel,3305.06,Email,Interest,56,57.31,0,Chat,1,5048.2,21.97,Positive
LEAD008430,Customer_8430,60,Other,South,Travel,91744.65,Referral,Intent,81,59.16,1,Chat,0,8277.41,16.55,Neutral
LEAD008431,Customer_8431,24,Male,South,Healthcare,84851.11,Referral,Interest,34,54.58,1,In-Person,0,8816.98,23.37,Neutral
LEAD008432,Customer_8432,65,Female,North,Technology,55125.19,Event,Intent,74,16.5,0,Phone,1,2099.98,6.02,Positive
LEAD008433,Customer_8433,35,Female,East,Manufacturing,53775.87,Email,Awareness,90,66.63,0,Email,0,3332.25,5.52,Positive
LEAD008434,Customer_8434,60,Male,South,Travel,91315.84,SEO,Interest,58,23.14,1,Email,0,9746.99,14.97,Neutral
LEAD008435,Customer_8435,54,Female,South,Healthcare,70680.41,SEO,Awareness,101,91.72,0,Chat,0,433.11,26.94,No Feedback
LEAD008436,Customer_8436,52,Female,Central,Healthcare,76683.43,Website,Intent,32,8.86,0,Phone,0,6550.63,2.2,Positive
LEAD008437,Customer_8437,19,Male,North,Technology,23356.57,Website,Awareness,6,67.59,0,Phone,0,6235.43,28.79,No Feedback
LEAD008438,Customer_8438,63,Female,North,Technology,1478.98,Social Media,Interest,26,38.96,0,Phone,0,8412.83,8.48,Positive
LEAD008439,Customer_8439,22,Female,East,Finance,44217.94,Email,Awareness,41,33.04,0,In-Person,0,9301.25,0.65,Negative
LEAD008440,Customer_8440,20,Male,East,Retail,11277.65,Referral,Consideration,117,30.4,0,In-Person,0,552.34,10.63,Positive
LEAD008441,Customer_8441,52,Female,West,Manufacturing,41810.51,Social Media,Awareness,17,37.16,0,Email,0,3966.34,10.7,Neutral
LEAD008442,Customer_8442,73,Female,North,Technology,63336.01,Cold Call,Evaluation,87,23.26,0,Chat,0,8729.05,5.31,Neutral
LEAD008443,Customer_8443,32,Female,South,Travel,60716.34,Website,Awareness,40,84.28,0,Email,0,2069.19,25.25,Positive
LEAD008444,Customer_8444,68,Female,South,Retail,69112.93,Email,Awareness,45,62.76,0,In-Person,0,6920.12,27.63,Negative
LEAD008445,Customer_8445,72,Male,West,Finance,14584.61,Referral,Awareness,32,73.87,0,Email,0,1202.97,13.03,Negative
LEAD008446,Customer_8446,73,Female,South,Travel,24737.66,Referral,Awareness,32,23.22,1,Phone,0,6788.52,22.12,Negative
LEAD008447,Customer_8447,33,Male,South,Technology,69831.81,Event,Awareness,107,20.99,0,Email,0,4227.44,7.99,Positive
LEAD008448,Customer_8448,44,Male,East,Retail,18811.09,Event,Awareness,102,42.78,0,Email,0,1204.7,10.06,Neutral
LEAD008449,Customer_8449,29,Female,North,Travel,21948.22,Event,Consideration,29,70.83,1,None,0,985.87,13.61,Positive
LEAD008450,Customer_8450,22,Male,West,Finance,67657.78,Email,Purchase,61,97.19,0,Chat,0,1818.2,11.2,Positive
LEAD008451,Customer_8451,70,Male,South,Manufacturing,72854.75,Referral,Intent,4,36.8,0,Email,0,4286.37,26.96,No Feedback
LEAD008452,Customer_8452,20,Female,West,Retail,29549.01,Referral,Consideration,75,86.2,0,In-Person,0,7581.96,6.29,Negative
LEAD008453,Customer_8453,28,Male,Central,Retail,87245.74,Event,Interest,51,93.14,1,Phone,1,4176.94,0.71,Negative
LEAD008454,Customer_8454,56,Female,North,Technology,83553.2,Event,Intent,24,0.7,0,In-Person,0,7439.88,6.15,Neutral
LEAD008455,Customer_8455,23,Female,North,Finance,60164.38,Cold Call,Awareness,25,71.44,0,Phone,0,7928.4,26.49,Neutral
LEAD008456,Customer_8456,31,Male,West,Healthcare,82728.03,Event,Interest,9,42.78,1,Phone,0,1418.72,13.56,Negative
LEAD008457,Customer_8457,65,Male,North,Technology,97811.25,Email,Intent,95,59.05,0,Phone,0,2489.1,22.5,No Feedback
LEAD008458,Customer_8458,40,Male,East,Healthcare,94044.1,Event,Intent,61,52.85,0,Chat,0,1090.08,22.83,Negative
LEAD008459,Customer_8459,59,Female,North,Education,13205.86,SEO,Intent,30,86.61,1,Chat,1,7719.13,5.78,Neutral
LEAD008460,Customer_8460,21,Male,East,Education,38281.08,Cold Call,Intent,17,18.62,0,Email,0,4904.05,28.89,Neutral
LEAD008461,Customer_8461,33,Female,North,Retail,72474.62,Event,Interest,60,68.88,1,Phone,0,1198.86,20.33,Neutral
LEAD008462,Customer_8462,68,Male,North,Travel,9267.01,Website,Evaluation,10,25.13,0,Chat,1,8406.31,16.27,Positive
LEAD008463,Customer_8463,24,Other,South,Education,14120.21,Email,Intent,19,83.49,0,None,0,4667.82,22.74,Neutral
LEAD008464,Customer_8464,44,Female,North,Education,40473.32,Referral,Interest,38,87.33,0,In-Person,0,3960.28,0.87,Neutral
LEAD008465,Customer_8465,20,Prefer Not to Say,South,Finance,1117.87,Social Media,Evaluation,97,21.43,0,Phone,0,918.92,18.82,Negative
LEAD008466,Customer_8466,20,Male,North,Healthcare,44385.29,Referral,Awareness,28,35.54,0,In-Person,0,5318.21,23.67,Neutral
LEAD008467,Customer_8467,49,Male,West,Retail,39582.4,Referral,Interest,8,53.23,1,Phone,0,6213.14,21.5,Neutral
LEAD008468,Customer_8468,65,Prefer Not to Say,East,Education,70956.21,Email,Intent,86,6.65,1,None,0,5029.59,8.26,Negative
LEAD008469,Customer_8469,21,Prefer Not to Say,South,Retail,9490.38,Referral,Intent,68,50.56,1,In-Person,0,4913.53,17.1,Positive
LEAD008470,Customer_8470,60,Male,South,Travel,44501.59,SEO,Interest,116,59.9,0,In-Person,0,4487.1,27.62,Positive
LEAD008471,Customer_8471,27,Female,South,Healthcare,96275.65,Social Media,Intent,93,91.02,0,Email,0,2496.37,28.99,Positive
LEAD008472,Customer_8472,18,Male,East,Finance,87810.8,Email,Awareness,55,36.59,0,In-Person,0,6818.68,24.53,Negative
LEAD008473,Customer_8473,35,Female,East,Manufacturing,71606.83,Social Media,Intent,83,24.02,0,Chat,0,8236.78,20.64,Negative
LEAD008474,Customer_8474,47,Male,Central,Education,97813.46,Referral,Consideration,103,53.15,0,Chat,0,5070.07,11.99,Negative
LEAD008475,Customer_8475,68,Female,East,Retail,9642.83,Website,Awareness,118,81.7,0,In-Person,0,2870.59,0.42,Negative
LEAD008476,Customer_8476,45,Male,East,Manufacturing,25481.98,Email,Purchase,105,56.87,0,Email,0,2003.34,25.99,Positive
LEAD008477,Customer_8477,60,Male,North,Retail,14489.41,Website,Intent,84,86.46,0,None,0,9089.52,21.87,Neutral
LEAD008478,Customer_8478,33,Female,East,Manufacturing,76485.33,Social Media,Evaluation,62,17.98,0,Phone,0,2280.25,7.66,Positive
LEAD008479,Customer_8479,39,Male,East,Retail,85867.86,Website,Awareness,41,87.1,0,In-Person,0,5260.38,3.91,Positive
LEAD008480,Customer_8480,69,Female,Central,Manufacturing,64298.69,Website,Intent,32,56.04,0,Chat,0,8729.11,20.6,Positive
LEAD008481,Customer_8481,47,Female,West,Retail,26177.19,Cold Call,Awareness,56,28.29,0,Chat,0,6020.56,23.14,Neutral
LEAD008482,Customer_8482,58,Male,East,Finance,12717.74,Cold Call,Purchase,99,9.06,0,Email,1,6170.05,11.94,Negative
LEAD008483,Customer_8483,56,Female,South,Healthcare,54688.38,Event,Awareness,44,7.67,0,Chat,1,3830.89,6.58,Neutral
LEAD008484,Customer_8484,54,Male,West,Education,15248.28,Website,Awareness,65,67.47,0,Email,0,8197.11,18.87,No Feedback
LEAD008485,Customer_8485,27,Male,South,Retail,16608.11,Website,Interest,9,94.94,0,Email,0,8818.89,4.08,Neutral
LEAD008486,Customer_8486,42,Female,South,Retail,55983.91,Cold Call,Interest,32,72.5,0,Email,0,6974.34,6.56,Neutral
LEAD008487,Customer_8487,28,Male,West,Travel,10164.63,Email,Purchase,80,73.85,0,Phone,0,7614.58,15.42,Positive
LEAD008488,Customer_8488,40,Female,South,Finance,91383.85,Event,Consideration,20,19.95,0,In-Person,0,3614.78,25.54,Negative
LEAD008489,Customer_8489,39,Female,South,Manufacturing,21001.08,Referral,Interest,118,31.35,0,None,1,1353.65,17.94,Neutral
LEAD008490,Customer_8490,37,Male,East,Education,82745.99,SEO,Interest,81,79.96,0,Chat,0,8366.09,27.67,Negative
LEAD008491,Customer_8491,22,Female,West,Retail,57666.89,Website,Awareness,59,50.08,1,In-Person,0,7397.67,27.02,Negative
LEAD008492,Customer_8492,39,Prefer Not to Say,Central,Travel,15927.24,Email,Intent,67,2.45,0,None,0,1829.24,3.57,Negative
LEAD008493,Customer_8493,34,Male,North,Technology,97287.73,Referral,Evaluation,114,26.28,1,Email,0,5329.93,9.8,Neutral
LEAD008494,Customer_8494,35,Male,South,Manufacturing,52203.07,Website,Intent,62,88.04,0,In-Person,0,7702.36,6.2,Positive
LEAD008495,Customer_8495,32,Male,Central,Healthcare,24932.33,Website,Awareness,53,81.79,0,Email,0,3318.48,23.75,Positive
LEAD008496,Customer_8496,47,Female,East,Healthcare,23078.38,Social Media,Consideration,6,18.6,1,None,0,3705.06,1.34,Neutral
LEAD008497,Customer_8497,29,Female,North,Retail,13402.69,Referral,Interest,91,24.62,0,In-Person,0,4172.15,27.64,Negative
LEAD008498,Customer_8498,19,Male,Central,Finance,56302.77,Cold Call,Awareness,21,94.36,0,Phone,0,7138.25,15.72,Positive
LEAD008499,Customer_8499,56,Female,South,Manufacturing,62203.18,Email,Interest,35,40.3,1,Chat,0,8277.65,8.83,Neutral
LEAD008500,Customer_8500,20,Female,East,Healthcare,58246.35,Referral,Interest,2,14.03,0,None,0,604.78,21.95,Negative
LEAD008501,Customer_8501,61,Male,South,Healthcare,84246.34,Email,Awareness,1,50.06,0,Phone,0,2893.28,23.5,Positive
LEAD008502,Customer_8502,31,Male,North,Retail,7384.66,Cold Call,Evaluation,103,47.15,0,Phone,0,9873.64,24.62,Positive
LEAD008503,Customer_8503,53,Male,East,Retail,3312.89,Social Media,Purchase,36,97.28,0,Email,1,7640.24,16.37,Neutral
LEAD008504,Customer_8504,74,Male,North,Healthcare,84637.03,Social Media,Interest,92,64.54,0,None,1,1201.64,21.32,No Feedback
LEAD008505,Customer_8505,54,Female,South,Travel,12429.97,SEO,Awareness,55,45.46,1,None,0,4358.91,5.94,Neutral
LEAD008506,Customer_8506,68,Male,West,Technology,14882.71,Referral,Consideration,66,37.01,0,In-Person,0,8413.36,7.18,Positive
LEAD008507,Customer_8507,31,Prefer Not to Say,East,Travel,54061.81,Social Media,Awareness,109,61.4,0,Email,0,5383.62,3.22,Negative
LEAD008508,Customer_8508,40,Male,Central,Technology,40967.07,Social Media,Evaluation,76,53.27,0,Phone,0,1441.1,24.5,Positive
LEAD008509,Customer_8509,70,Female,South,Finance,66827.18,Email,Evaluation,38,66.92,1,Chat,0,4510.82,3.62,Positive
LEAD008510,Customer_8510,32,Male,East,Travel,19426.62,Website,Purchase,8,54.93,0,Phone,0,7530.27,14.13,Neutral
LEAD008511,Customer_8511,24,Prefer Not to Say,North,Finance,84137.39,Email,Awareness,86,90.89,1,Phone,0,6318.74,12.66,Neutral
LEAD008512,Customer_8512,74,Female,South,Finance,22103.05,Cold Call,Awareness,17,0.4,0,Chat,0,5050.86,28.31,Negative
LEAD008513,Customer_8513,50,Female,North,Retail,43454.74,Referral,Consideration,68,56.0,0,Email,0,8280.66,4.59,Positive
LEAD008514,Customer_8514,71,Female,South,Travel,2722.89,Referral,Awareness,15,79.29,1,Chat,0,5054.61,22.66,Positive
LEAD008515,Customer_8515,74,Female,South,Finance,96431.35,Social Media,Interest,80,8.95,0,In-Person,0,7794.42,15.67,Neutral
LEAD008516,Customer_8516,66,Prefer Not to Say,North,Education,29408.46,Website,Interest,57,9.35,0,Phone,0,3848.21,16.46,No Feedback
LEAD008517,Customer_8517,55,Male,West,Healthcare,53496.44,Website,Interest,94,9.47,0,None,0,7989.77,25.42,Negative
LEAD008518,Customer_8518,29,Female,South,Education,47984.62,Social Media,Intent,32,94.17,0,Chat,1,350.27,15.71,Neutral
LEAD008519,Customer_8519,68,Male,North,Finance,40447.49,Email,Awareness,87,84.58,0,Phone,0,2173.39,26.98,Positive
LEAD008520,Customer_8520,41,Male,South,Healthcare,18496.82,Cold Call,Intent,16,10.92,1,None,0,8983.42,8.18,Positive
LEAD008521,Customer_8521,31,Female,East,Retail,62121.04,Social Media,Intent,94,65.1,1,Chat,0,4298.42,6.07,No Feedback
LEAD008522,Customer_8522,59,Female,East,Retail,55783.88,Website,Interest,13,58.22,1,Email,1,5477.21,12.42,Positive
LEAD008523,Customer_8523,24,Female,East,Technology,44291.18,Website,Consideration,34,13.4,0,In-Person,0,646.89,7.33,Negative
LEAD008524,Customer_8524,69,Male,Central,Travel,55162.76,Social Media,Interest,63,52.75,0,Chat,0,1033.58,18.47,Negative
LEAD008525,Customer_8525,37,Female,North,Education,65212.16,Cold Call,Purchase,112,3.98,0,Chat,0,3448.29,28.28,Positive
LEAD008526,Customer_8526,46,Prefer Not to Say,West,Healthcare,86112.88,Event,Consideration,58,0.59,0,None,1,3947.12,8.37,Positive
LEAD008527,Customer_8527,73,Male,South,Education,23329.06,Website,Awareness,45,28.91,1,Phone,0,3201.25,12.13,Positive
LEAD008528,Customer_8528,61,Male,South,Technology,77193.87,SEO,Consideration,25,91.92,1,Email,0,996.13,25.31,No Feedback
LEAD008529,Customer_8529,71,Male,East,Travel,81661.44,Website,Awareness,20,56.06,1,None,0,9880.98,22.67,Negative
LEAD008530,Customer_8530,64,Male,East,Manufacturing,74581.45,SEO,Interest,70,3.15,0,Email,0,8597.44,23.22,Positive
LEAD008531,Customer_8531,24,Male,North,Manufacturing,81906.69,Social Media,Interest,89,3.48,0,In-Person,0,7353.79,3.72,Neutral
LEAD008532,Customer_8532,22,Male,East,Healthcare,58028.64,Email,Awareness,38,11.97,0,In-Person,0,3271.86,18.08,Neutral
LEAD008533,Customer_8533,53,Female,North,Technology,2683.1,Social Media,Awareness,95,27.17,0,Chat,0,9511.14,15.87,Positive
LEAD008534,Customer_8534,50,Male,South,Retail,69721.06,Social Media,Awareness,32,15.28,1,In-Person,0,8137.45,8.22,Neutral
LEAD008535,Customer_8535,72,Male,East,Retail,86277.63,Email,Interest,71,22.46,0,Phone,0,884.15,16.44,Negative
LEAD008536,Customer_8536,69,Female,West,Healthcare,26737.52,SEO,Consideration,60,15.8,0,Chat,1,2592.38,16.86,Neutral
LEAD008537,Customer_8537,30,Male,West,Travel,74562.66,Referral,Awareness,81,77.66,0,Email,0,1111.84,15.07,Positive
LEAD008538,Customer_8538,49,Male,West,Retail,11628.43,Email,Intent,35,40.46,0,In-Person,0,6291.48,29.89,Positive
LEAD008539,Customer_8539,54,Female,East,Travel,64794.75,SEO,Consideration,36,67.33,0,Phone,0,4485.02,20.95,Negative
LEAD008540,Customer_8540,54,Female,North,Technology,6185.49,SEO,Intent,107,30.68,0,Email,0,7151.08,15.56,Neutral
LEAD008541,Customer_8541,44,Male,West,Technology,54970.53,Event,Consideration,103,45.04,0,Chat,0,4035.28,28.66,Positive
LEAD008542,Customer_8542,67,Male,Central,Finance,87758.09,Email,Interest,59,60.94,0,Phone,0,240.63,24.01,Neutral
LEAD008543,Customer_8543,19,Male,West,Finance,38194.24,Event,Interest,96,6.8,0,Chat,0,1964.36,19.21,No Feedback
LEAD008544,Customer_8544,74,Female,South,Travel,19096.22,Cold Call,Awareness,61,25.24,0,In-Person,0,2470.5,13.93,Negative
LEAD008545,Customer_8545,64,Female,East,Retail,68003.69,Referral,Interest,103,96.32,0,In-Person,1,6979.33,4.45,Positive
LEAD008546,Customer_8546,30,Male,Central,Education,84629.09,Email,Intent,12,85.59,0,In-Person,0,841.0,29.36,Positive
LEAD008547,Customer_8547,55,Male,North,Finance,30602.07,Social Media,Evaluation,40,92.84,0,Phone,0,2737.65,0.92,Neutral
LEAD008548,Customer_8548,73,Female,East,Education,57479.99,Cold Call,Purchase,23,3.99,0,None,0,1386.81,18.31,Positive
LEAD008549,Customer_8549,47,Other,North,Finance,66163.91,Cold Call,Awareness,104,56.41,0,Phone,0,656.65,15.28,Neutral
LEAD008550,Customer_8550,63,Female,North,Healthcare,39339.86,Referral,Intent,16,27.75,0,Email,1,1176.36,12.69,Negative
LEAD008551,Customer_8551,23,Male,South,Manufacturing,7210.59,Cold Call,Consideration,100,84.49,0,Phone,0,7961.33,28.79,Positive
LEAD008552,Customer_8552,20,Prefer Not to Say,South,Retail,83098.73,Email,Interest,47,59.71,0,None,0,9308.54,5.89,Positive
LEAD008553,Customer_8553,68,Female,North,Finance,83859.35,Cold Call,Consideration,95,18.96,0,None,1,9130.69,7.41,Positive
LEAD008554,Customer_8554,47,Male,West,Manufacturing,10662.68,Event,Awareness,35,6.9,0,None,0,9139.6,24.43,Neutral
LEAD008555,Customer_8555,70,Male,West,Healthcare,59013.8,Cold Call,Evaluation,115,70.2,0,Email,0,2552.74,9.72,Positive
LEAD008556,Customer_8556,36,Female,West,Manufacturing,73346.14,Cold Call,Interest,81,92.97,1,None,0,8199.86,28.24,Negative
LEAD008557,Customer_8557,67,Female,West,Retail,9736.72,Social Media,Interest,110,32.04,0,Chat,0,1479.07,2.77,Positive
LEAD008558,Customer_8558,33,Female,North,Education,84712.44,Event,Awareness,5,43.32,0,Email,0,568.31,18.67,Neutral
LEAD008559,Customer_8559,21,Male,South,Education,35753.23,Event,Consideration,59,73.29,0,None,1,8230.36,5.65,Positive
LEAD008560,Customer_8560,69,Male,East,Travel,59050.09,Referral,Evaluation,115,59.1,0,Email,1,8411.92,21.64,No Feedback
LEAD008561,Customer_8561,62,Male,Central,Finance,37964.47,Email,Interest,107,61.86,0,In-Person,0,8879.44,20.51,Neutral
LEAD008562,Customer_8562,26,Male,West,Travel,53070.13,Event,Consideration,35,26.42,0,Email,1,6620.82,6.47,Positive
LEAD008563,Customer_8563,72,Male,North,Finance,65972.8,Cold Call,Intent,4,10.58,0,None,0,6296.85,11.93,Positive
LEAD008564,Customer_8564,25,Female,South,Education,70965.76,Website,Intent,68,47.21,0,None,0,1953.44,12.12,Positive
LEAD008565,Customer_8565,66,Female,South,Travel,40539.8,Email,Intent,90,55.35,0,Phone,0,2225.01,10.13,Positive
LEAD008566,Customer_8566,72,Female,East,Education,11577.37,Event,Intent,81,77.02,0,Email,0,5784.21,7.71,Positive
LEAD008567,Customer_8567,43,Female,West,Healthcare,34651.76,Social Media,Consideration,88,7.91,0,Phone,0,6547.79,2.53,No Feedback
LEAD008568,Customer_8568,26,Male,East,Travel,83551.4,Event,Evaluation,33,18.87,0,Email,0,7783.86,3.11,Positive
LEAD008569,Customer_8569,74,Male,North,Education,59190.48,Event,Consideration,67,22.67,1,Email,1,5821.28,19.72,Positive
LEAD008570,Customer_8570,29,Male,West,Manufacturing,45040.88,SEO,Intent,113,54.54,0,Email,0,8753.76,21.05,Positive
LEAD008571,Customer_8571,45,Female,West,Travel,67173.64,Referral,Interest,12,41.26,0,Phone,0,2024.44,29.86,No Feedback
LEAD008572,Customer_8572,22,Female,North,Travel,81843.8,SEO,Awareness,43,70.58,0,Email,0,7151.44,3.89,Negative
LEAD008573,Customer_8573,66,Male,East,Technology,88227.48,Social Media,Interest,16,86.06,0,Chat,0,2679.84,9.0,Negative
LEAD008574,Customer_8574,62,Male,South,Travel,72312.65,Social Media,Intent,20,62.18,0,Email,0,4721.58,28.18,Negative
LEAD008575,Customer_8575,33,Male,West,Travel,9459.98,Event,Consideration,63,87.12,0,In-Person,0,5609.34,27.87,Neutral
LEAD008576,Customer_8576,71,Male,North,Finance,22748.42,Referral,Awareness,80,65.81,0,Email,0,3074.82,3.7,Neutral
